batch_size,avg_time_seconds,min_time_seconds,max_time_seconds,avg_latency_ms,avg_records_per_second,avg_cpu_percent,max_rss_mb,max_python_peak_mb,predicted_anomalies
100,0.560554833333299,0.49583220000204165,0.6340794999996433,5.60554833333299,180.21021620867404,15.601326399269505,148.37109375,0.047156333923339844,83.0
500,0.696202966664714,0.5719256999982463,0.8868375999991258,1.392405933329428,743.9619553606472,14.689293063095846,148.4453125,0.1185770034790039,436.0
1000,0.41658636666761595,0.31208520000291173,0.5996126999998523,0.41658636666761595,2610.0135584997192,20.874185157093137,148.609375,0.20787906646728516,868.0
5000,0.4370210666662994,0.3502370999995037,0.4876223999999638,0.08740421333325987,11698.717714141761,23.198031251237506,149.453125,0.9249601364135742,4259.0
10000,0.9012028999992859,0.8576923000000534,0.934864099999686,0.0901202899999286,11110.751035077186,20.684486099922395,149.3203125,1.8084745407104492,8480.0
